text,Label,Sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@couchycraig I'm taking time off tennis myself until I'm finished getting in shape, by next summer hopefully, but I may be facing the same problem here in Canada a that time. Australia seems to be a little worse than here, but our government is headed that way too.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@EvKazoo @Comply2Resist @NPR It's more reasonable to assume that covid safety measures like masking and lockdowns reduced the community transmission of all diseases including the flu. Thus reducing the overall deaths due to the flu.,covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Brashnaa Oh, mara besides visa, getting on the Canadian side is so hassle these days because of Covid but it's all worth it in the end. Kho iA someday soon :) Wish you were in the area as me and @Heela317 are getting on the other side on tomorrow and could have caught up.",covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MarkCorke @SecBlinken @richardcalland @DIRCO_ZA Nothing makes and true here. It is just racist  ôÑ,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ya it is kinda funny they wear working on a new vaccine for the new vairent before it was discovered that's because they planed this hole thing the pandemic was a governent plan rite from the get go cought in Canada messing with it before it happens,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
im kind of having a moment where im remembering that being broke and stuck in canada because of covid and seasonal depression and all that shit is temporary and this will not be the rest of my life,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@slbell59 @JustinTrudeau There is no stopping this. Only mitigation of symptoms. Eventually, every human will contract Covid in one variant or another. Natural immunity to follow.",variant,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@1NetSurfer @kniggliator @Alec_Zeck How many non-healthcare workplaces in Canada don't offer the option for regular testing instead of vaccination?,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@BtsWoongi there a new variant in Europe. figure it'll be here in time for mx tour.,variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@OpensSpirit @aslatterly @Chapmans_Canada *citation required,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AGCharlesworth @COVID_19_Canada So glad to hear ‚ù§,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@lifesafeast @joncoopertweets No boosters in Canada  òû,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MattGiancolaPPC @WhatAJo33956289  òí §î ò†Take that booster of mine. No compensation for those horribly injured by Pfizer,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@0x_rusher @awbitcoin @fintechfrank Correct, most countries have absolutely shitty hospital load and healthcare workers have been overwhelmed by it before. Has anyone ever thought about what would happen if we upgraded existing/built a few more hospitals and hired more staff instead of spending billions on vax?",precaution,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ibcenusoon @cscrignaro @GaiaMan8 @TorontoStar Anyone in Canada that doesn't know that frigging term by now- health systems overrun- has zero clue. For some hospitals in Canada, taking on 50 xtras throws things outta whack. Low staffs. Catch up people Jesus § "" ∏è",precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GAKechnie @ktumulty Here in America they have Big Bird coercing the kids, and their dumb parents.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Red_Rigger @badvaers Fully vaccinating 11.25 million people there have been 8 deaths linked to the vaccine. 0.000071%.  For comparison, your chances of dying crossing the road THIS YEAR are about 2 in 100000 or .002%. You better stop walking if you're afraid of the vaccine.     "" cont",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DavidHamer_1951 @JustinTrudeau I almost believe you, but FedEx??? C'mon!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DocRichard @BBCNews its been pointed out to me that not all provinces have madk mandates still, so my point stands for Ontario but not sure which others.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Imported cases:

#12431: 80/M, arrived from Canada on CX829 November 24th. Tested positive in DQH Metropark Hotel Kowloon, Ho Man Tin.

Asymptomatic

L452R mutation strain positive

Received two doses of COVID-19 vaccination (Comirnaty) in Canada on May 16 and July 21",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#12432: 37/M arrived from Nigeria via Addis Ababa on ET608 November 24th. Tested positive in DQH Ramada Hong Kong Grand View, North Point.

Asymptomatic

N501Y mutation strain positive.

Received two doses of COVID-19 vaccination (Moderna) in Nigeria on September 6 and October 5",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SpaFoot2 @raelyn50876628 @RepSwalwell Are you saying this like it's a good thing? Because it's really not,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ZeroCovfefe @JayVee5247506 @Brian_Orak @NervousKitty1 Because we are too polite for our own good. And the squeaky wheel phenomenon. Many are really good smart people. I was for elimination, and wish we could, but world leaders couldn't organize the removal of a fart from a wet paper bag on a windy day, mine included.  ò¢",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@BenFlath @CTVNews COVID-19 vaccination began in Canada on December 14, 2020",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@roeteddy No hospitals now? Is that a covid thing?

If so, just another reason to hate the virus.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@1CeliaGreen Wish they'd bloody hurry up with this  ò§,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@POTUS @FelipeCalderon @WHO You should push Obrador (the shit man) to restrict travel from South Africa.  As you are making an effort to avoid the New corona variant and h√© doesnt, Mexico will be soon full of the virus and will bring it to USA and Canada.",variant,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@nanakaren11 @ashhawkly @CBCQueensPark @Chapmans_Canada No one ever said anti vaxers were smart, lol. This has actually opened the flood gates for other companies to follow suit and reap the rewards of the majority population support.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@carol_fraughton @ChristianWalk1r Remember Slow-The-Spread? There was never any stopping C-19. The 1918 Spanish Flu pandemic went through the population in 6 months. It never disappeared. Most Flu's today can be traced as mutations of the Spanish Flu. Do you think we're going to VAX our way out of this pandemic?,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@dr_elysia @normanswan Every paediatric expert, numerous Nature articles and all the data prove outcome for kids not a concern at all. 
Canada 300,000 &lt;18 case with less than 1% severe illness

0% benefit outweighed by known and unknown offsets with the vaccine. Horrible statement void of any evidence",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DeItaone I watched it for entertainment purposes. They told us about 57 timed to get vaxd. And after saying they think the vax may not offer protection against the new variant: get vaxxed anyway,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@AirCanada 
Hello, I (Canadian Citizen) am travelling from New Delhi, India to Toronto Canada ( 2h Layover in Frankfurt).  Could you please confirm that I can get boarding pass of my both Legs from DELHI.

I am fully vaccinated in Canada. I will have Covid Test at Delhi Airport.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rick_pittman Support from another in Chicago, who has mental health challenges. My credo, for a YEAR, has been, ""to chase 1 virus, we have ignored ALL the determinants of health. Bravo"". Death doesn't matter, now, unless it's 'covid death'.",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-city and color cancels tour due to 2 crew getting Covid 
-new variant worse than Delta now identified 
-Covid numbers rising in every province across Canada and yet 
""îso many concert goers packed into clubs and arenas with so few masks in sight. Am I the only one shuddering?",variant,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MargoAllore @10DowningStreet Go away 2 follower bot,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MattGiancolaPPC Link to confirm the last sentence?,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JanetRWees @theonewhoissane When it presents a risk. Canada at the moment is doing very well. Vaccination has been the answer all along. More of it is the answer to any other concerns.,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@christineeagle1 @marywin55729514 @SammyG_MD If you were so worried you wouldn't be flying,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@BogochIsaac Thread-A lot of people have responded to this tweet. Let me clarify that I meant half the cases in Canada are fully vaccinated ppl. I'm not an anti-vaxxer. I'm just a greatly inquisitive millenial. Firstly, I wonder is the western world prepared to wear masks for the next 5 yrs?",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Ruffy_the_Lion If you don't already have one, it helps seasonal depression a lot to pick up a therapy light. You want on measuring 10,000 lux with no blue light, and you have to use it an hour a day, preferably in the morning. It helped my seasonal depression a lot!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Ruffy_the_Lion *an hour a day during the fall/winter, sorry. Also yes a lot of bad things in life are temporary if you're in the process of doing something about them, though I'm sorry if ""being in Canada"" is one of those things for you.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@BogochIsaac Because what is this would be our new normal for longer than expected? 
The mRNA vac companies haven't even update the vaccines since the first variants yet we see there's a clear progression of the virus. What happens if like antibiotics, the vaccine eventually doesn't work?",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rick_pittman @ComradeVero Hang in there Rick. God loves those who care for others, and ensures Justice comes to those who do harm to others.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@RealCandaceO Biggest psychological operation ever played on mankind in lockstep Europe , Canada, USA, Australia , seems like only rich free countries get infected !! Skipped Africa ?",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Lunar_Luster u will just have to visit when covid is over so I can make you some! ‚ù§,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JB88000 @barkhausmedia @CPHO_Canada I didn't vote for the little blackface fascist so make me accept it. Is coercing half the country into taking a useless vaccine that clearly isn't working how your democracy works?  §°,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@rick_pittman @ComradeVero Hang in there man!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GAKechnie @ktumulty It's child abuse pure and simple,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@prairiecentrist @theonewhoissane Vaccines are not the only answer; they partner with masks and distancing. One isn't as effective without the other. All three need to be present.,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MattGiancolaPPC It's not a vaccine.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@garethicke Australia, Austria, Belgium. What's next in the western democracy alphabet? Hmmmm, Canada. Yep, fits nicely",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DavidStaplesYEG It's all theatre and trust in the ruling elite has evaporated,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"My package RU944966370NL is in transit for 25 days. I'm in a hurry as I'll move next mth. Can u @PostNL  see wt's going on and provide me with an estimated arrival date? If not, do u have an estimated delivery time to Canada? The website one seems not to work anymore after COVID.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MarkCorke @SecBlinken @richardcalland @DIRCO_ZA Dont worry . Those nrs is already bieing hyped up,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Benjami75679824 Hi!I see we only serve as a gateway for this shipment. This means we only forward it to the country of destination. Therefore we have no extra info about it. Please contact the sender or your local postal organization for more help and info. I hope you will have your parcel soon.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Chapmans_Canada Just want to give you a shout out for giving salary increase to those who are vaccinated! Living here in Singapore, and I know for a fact vaccines work! Death rate here these past 2 years is low due to the high vaccination! America who made these vaccinations has thousands dying!",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rgbeaumont @JuliaHB1 @talkRADIO Oh give it arrest. It's a cold. 99.7% survival rate! I've had it. Most have had it. Media driven fear. Hello.
In court the Canadian government couldn't prove it even exists. As never been isolated. No wonder they created a vaccine that doesn't work?",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DavidMcImpact @Babyg_wc @JamesfWells @10DowningStreet We forgot how to be kind .. we are uncaring and object to everything except a crazy government,government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@swilliasc111 @BogochIsaac Home school and protect your children from the psyop that the school boards are supporting.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DonDurrett Good question, I know it's different around the world here in Canada when you go to school you need to have all your vaccines in order.. you have to show proof or get sent home.. I got sent home as I was not born here and didn't have one of the required..",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@stewak2 @lazer_hendy @mtminahan @getserious1234 @Zhuzhuzhu2049 @rogertansey @megtirrell The serum institue of india is already producing novavax. There are several facilities around the world that are/will be producing it, canadas facility is only one of them. It needs to be approved pronto, the data is already in. We can order it from india like the AZ vaccine.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@EvKazoo @Comply2Resist @NPR Those rates were not claimed, they are sourced directly from confirmed case data. That data shows that nationwide in Canada vaccinated persons are far less likely to contract covid or be hospitalized and die from it. It is a nationwide data set that confirms vaccine efficacy.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MattGiancolaPPC F @JustinTrudeau leave #Canada or pay for your incompetence.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@barriebeacon okay but what are your thoughts on the thing i mentioned specifically,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@serentrippety Friend in Canada had Moderna had seizures within hours didn't die thankfully,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@slbell59 @JustinTrudeau White tail deer have COVID, dumb ass. It's here to stay. Deal with it like you deal with all the other shit we don't shut down society for.",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MattGiancolaPPC @JustinTrudeau can't hide. He's to public. One falls they all fall. Or they all get in Line.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Its ok ive flown to brisbane alone when i was 12 and was meant to go to canada last year by myself but fucking covid  òí,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada likely will get hit hard this winter by covid-10 and B.1.1.259,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MFWitches Yes where are those kids vaccines. That the US, Canada, Israel and the EU regulators have already approved. Has the TGA gone on holiday or something. Not like 1000s kids getting Covid in Vic and NSW is a problem or anything.",covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@UncleJune3 @barkhausmedia @CPHO_Canada Yes that's how a civilized society works Uncle June. The smart make rules for the stupid. And the stupid refuse to follow them. Because they're stupid.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@1CeliaGreen With all the rallies going on in Australia I'm surprised no one got delta let alone omicron??,variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GAKechnie @ktumulty Lining up for death,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MLGG2 @TheTorontoSun @fordnation @JustinTrudeau @PHAC_GC @TOPublicHealth @PublicHealthON @OttawaHealth Problem is, there is no actual vaccine, Martha, only experimental injections.  And people like Brian don't have the guts to mention a word but keep up the BigPharma and Canadian politician's support of the UN WEF New World Order #eugenicists",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Tiquetonne @ZubyMusic Im sorry to say, but you're naive. When the next big wave comes to you (I predict it will be in the next month as you always lag Europe), you'll start blaming the unvaxed, even though you and all your vaxed friends will get COVID. Enjoy your next lockdown and booster  ëç èª",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TheOldeRoads @bitemxrk @RWMaloneMD Sounds like user error...

Like responding to ""Seat belts save lives"" with ""not true I knew a guy who smashed his car every day and then died last week from smashing his car while wearing his seatbelt"".

Also brain is old, and a sample size of 1 of 30 million",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@funmidniterider @CP24 You must have missed the boat we've known all along that vaccinated people get and give covid-19,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TheresaLongo Nothing covid related is making sense. Open up, end the lockdowns and #UNMASKOURCHILDREN",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@princes35964114 @talk2oleary @fordnation And at the same time donate doses to less advantaged countries to decrease the likelihood of more dangerous variants? Canada has one of the highest vaccination rates in the world, you sound very entitled.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MattGiancolaPPC Why aren't taxpayers who are unvaccinated not eligible?
Seems a tad unfair don't you think?",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GovGone Even the US doesn't go as far as to punish doctors for not towing the line and pretending they agree with these policies.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This is good:  in Canada, proof of vaccination is now required for plane and train travel within the country.  :)

Let's not have another huge wave because of unvaccinated and xmas holidays.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,vaccine
"The science behind natural immunity is really strange, it only exists in some countries, but not in Canada. Must be our weather. #Covid #ThisIsNotaPandemic #Omicron",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
"Atlantic Canada COVID update December 1, 2021

Nova Scotia - 35 new cases - 203 active cases
Nfld and Labrador - 2 new cases - 22 active cases
Prince Edward Island - 7 new cases - 30 active cases
New Brunswick - 93 new cases - 676 active cases

POP 2.48M",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,economy
"Saskatchewan's health ministry weighs in with their number:
""We have administered about 978 doses.""
Sask. was allocated 2,500 doses of J&J from Canada's total shipment.
We're still nowhere close to 11.8K - if in fact that was an accurate number from Health Canada yesterday.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,variant
Take the moral high ground America and Canada. Or suffer the consiquences of being over run with covid. Act now. Prevention is not Impossible,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,covid/pandemic
I don't like to lend my time to delinquaints. Those who continue to walk the path of ignorance. Will only suffer in due course. Act act act.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement
"Fully vaccinated children can transmit COVID-19 and infect others as well as unvaccinated children

The mRNA technology in COVID-19 vaccines in Canada has never been used clinically in humans before",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,government
"The Moderna vaccine uses the same mRNA technology as Pfizer - and has been suspended for use in children and young people in the United Kingdom, Sweden, Finland, Norway, Iceland, Germany and France",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,precaution
"I am wondering how Canada is reporting 4 cases of Omicron but the US, with 300 million more people, has only recorded one? Many states have never reported their actual numbers of Covid 19 let alone be honest about the new scary variant. We can handle it...release the damn numbers",variant,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can someone send me the link of a Canadian and also an American resource that describes what the current covid protocols are for a dual citizen crossing the border this holiday season and who will return 2 weeks later? 

Thanks!

    ∫  ≤",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The only way Canada gets out of this Covid hysteria is by removing the Liberal Variant. 

The only way.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When I read about other countries upset at masks, mandates or vaccine passports, I'm quickly reminded that I live in Canada where these things have been so normalized even I barely notice anymore.",precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To suspend a Dr. that is smart enough to Not take this totally USELESS so called vaccine that has proven NOT TO PROTECT OR PREVENT the receiver of this garbage injection. This shows just how STUPID the elected are. How many have been KILLED in Canada because of this garbage?,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If anyone has flown from the US to Canada since Oct; wants to answer some questions for me I'd be grateful. Websites are contradictory and I've been on hold with the Covid Gov helpline for 78 mins so far ...,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Classic example was the media's coverage of Canada's vaccine procurement. 

The press was endlessly hysterical and vitriolic towards the dedicated professionals who were working very hard to get us vaccines (and ended up doing so very successfully).",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As of today, vaccination is required for travel within and out of Canada. A valid COVID-19 molecular test is no longer accepted as an alternative to vaccination unless travellers are eligible for one of the limited exemptions, such as a medical inability to be vaccinated.",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How much does a covid shot cost? Is there a charity - or perhaps the Canadian gov't, with a matching program, where we can buy covid doses for 3rd world countries? #covidvaxxtheworld",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gotten ""randomly"" selected twice to complete a covid test after arriving in Canada

Random my ass",movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am a Canadian citizen, but there are things I've been totally disgusted about. We say there's freedom, but I don't find any. 
Vaccination of 5 year olds without proof is something that I cannot handle.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My thoughts: they should make covid masks out of that. For all countries Except Canada.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make Covid vaccines mandatory now #canada,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Question: Quebecers that have recovered from covid are considered fully vaccinated after 1 dose and get a QR code. What about getting on a plane in canada? Is their 1 dose good enough?,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poll: What's the best intervention for #Omicron?

#COVID19 #COVID19BC #COVID_19 #CDNmedia #CDNpoli #ABpoli #BCpoli #ONpoli #Covid19UK #COVID19Aus #COVID19ON #Australia #COVID #vaccines #vaccine #MedTwitter #covidvariant 
#Canada  #UK  ¨  ß #Australia     ∫",precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26,027(+470) active cases Covid-19 Canada
(4516 active 22Jul)

QC 8447(+534): Montreal 2489(+145
ON 6750(-190): Ottawa 329(+8
AB 4619(+74)
BC 3078(+38)
SK 735(+20)
MA 1383(-35)
NS 203(+3)
NB 677(+9)
NL 29(+1
YK 58(+15
PE 30(+1
NT 18",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If we give equal access around the globe we help everyone receive the protection they need and can help reduce introduction of new variants. It's about working together, silos get us nowhere.",variant,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nearly 90% are already vaccinated in Canada, and the kids are not affected. Basically 100% of the vulnerable population has been vaccinated. You've already done that job. So what's the plan now?",government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I just did that to get my booster and to get my child vaccinated sooner. Now you don't even need the test if you its a short trip (72hr).,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,700 children under 20 have died from Covid.  42 percent were under 10.  

I'm sure you know the circumstances of all of them so you can just discount that number.  Right?",covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@IANFREE613 They are all variants. We need a complete overhaul.,variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@IANFREE613 It is only now that it has become clear the wisdom of me leaving Canada in 1986 and moving to Missouri, USA ( a free state ).",movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @_SJPeace_ We have a second home in a suburb of Palm Springs.
The people are amazing. We haven't been able to get there due to COVID, but we love our American cousins.è",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feel lucky we got into it as well at the start of covid when the markets paniced. We would never manage now.,economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@AFCBeef Canada dumped millions of AZ vaccine into Africa with a shelf life of less than 25 days without any notice. All these Western countries are literally the most selfish, pathetic nations.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@TheoFleury14 You guys seem to be in trouble up there with your Covid tyranny. I am glad I live in a Red State in rural area but I do worry that Covid tyranny may reach us all at some point.,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @randyhillier Denial, keep telling yourself it's okç",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@barbout @greentsunamii @MarkParalovos You haven't been paying attention, have you? I USED to be able to do that, but NOW you require a VACCINE PASSPORT to get back INTO Canada. Once I leave I will NOT be coming back. My status is MY business and nobody else's. My family can come south to visit me for Christmas",movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Except the liberal and conservative variants in this country are the same Ö,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@IANFREE613 They the chance 3 months ago, Canada chose communism. The sheep are easily manipulated.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@NCWCPLBlueDem20 @MinnesotaMaryS It's terrible, I see they've been fighting in the streets in France over vaccine mandates. Racism in junior Hockey in Canada, Australia is having some political issues, South America, and on and on its been going and don't forget the consequences of climate change.",precaution,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" important distinction:

I for one am a lifelong liberal. Just as most of the outspoken right extremist conservatives are today.

The wire changed the environment and the Definitions and hence the words. Not us.",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ciiltira @JonathanPieNews Canada.  How sad indeed,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" This was the strategy to drive fear into people's lives: 1. Create the virus. 2. Lock them down and let them wear masks. 3. Manufacture the vaccine. 4. Introduce vaccine passports. 5. Offer them booster shots. 6. Mandate to vaccinate, 7. Threaten to Fire them if they don't comply",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TheFullStory001 @rid1tweets Sorry, I think you're mistaken - 2550 people with covid in hospital in South Africa yesterday, 1035 of which are in Gauteng.
I'm really sorry about the borders thing. I'm not the biggest fan of Canadian government these days either. Take good care.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Fantastic that you had your booster and the UK overall is doing great with vaccination rates.  We're in good shape in Canada as well with vaccine take up.  I am a few months away from getting my booster but took the time this week to get a flu shot,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Nowadays there is not much difference between the parties, they all are obeying the globalists orders !?",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" I had my flu shot the other week, no reaction at all to that one!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Have a Great Weekend Full of Pleasant Surprises To You! #Sunday #Saturday #ProgressiveAlliance #IARTG #Retweet #BTRTG #Progressives #Dems #Democrats #Biden #Dem #BidenHArris #Democrat #FBR #Progressive #PandemicLife #Covid19 #Coronavirus #Covid19Canada #Covid_19 #NDP #Canada #VAX,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You cannot leave Canada without a vaccine. You cannot enter Canada without a vaccine (with the exception of unvaccinated citizens, who undergo a 8-16 day quarantine upon arrival) Let me know if you want sources, I just don't feel like researching common information",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Meanwhile in Canada, all arriving travellers (exc. from US - dumb) again must get a PCR test at the airport & isolate until their results come back negative. 
Better safe than sorry but *sigh*. The real need is to get  íâs to the countries that are under-vaxxed. (S Africa 7%!)",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sure!

Just get the PCR Negative test result in a third country.

You may be required for another test on arrival.",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Same here in Canada, can no longer get on a plane..",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is safe, i had az.  The fact that moderna Pfizer are safer and more effective is why canada didn't provide more az.  We were warned before about risks.  Covid is considerably worse than vaccines side effects in much larger numbers",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Because you can't fix fearful stupid wanting to be cared-for ..for life lifeforms.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I read through the government of Canada news release and it doesn't specifically say. I'm sure it'll be a total #shitshow at the airport. Good luck!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
